EXP split_seed random_seed neurons soft lambda_in PICP_test MPIW_test RMSE R2 qd_loss NLL alpha loss data h_size bstraps ensemb
205 3 20 75 200.0 5.0 0.844 0.563 3.031 0.891 1.02 2.251 0.05 qd_soft ~energy [75] 1 1
206 3 20 75 200.0 15.0 0.909 0.681 2.963 0.896 0.866 2.014 0.05 qd_soft ~energy [75] 1 1
207 3 20 75 200.0 25.0 0.896 0.759 3.006 0.893 1.352 2.077 0.05 qd_soft ~energy [75] 1 1
208 3 20 100 100.0 5.0 0.909 0.544 2.894 0.901 0.581 1.859 0.05 qd_soft ~energy [100] 1 1
209 3 20 100 100.0 15.0 0.909 0.643 2.946 0.897 0.827 1.877 0.05 qd_soft ~energy [100] 1 1
210 3 20 100 100.0 25.0 0.909 0.702 3.004 0.893 1.031 1.848 0.05 qd_soft ~energy [100] 1 1
211 3 20 100 160.0 5.0 1.0 18.459 29.259 -9.159 18.459 4.809 0.05 qd_soft ~energy [100] 1 1
212 3 20 100 160.0 15.0 0.883 0.663 2.913 0.899 1.198 1.829 0.05 qd_soft ~energy [100] 1 1
213 3 20 100 160.0 25.0 0.922 0.739 3.022 0.892 0.861 1.898 0.05 qd_soft ~energy [100] 1 1
214 3 20 100 200.0 5.0 0.883 2.932 8.599 0.123 3.237 3.205 0.05 qd_soft ~energy [100] 1 1
215 3 20 100 200.0 15.0 0.909 0.648 2.885 0.901 0.824 1.826 0.05 qd_soft ~energy [100] 1 1
216 3 20 100 200.0 25.0 0.883 0.706 3.069 0.888 1.644 1.9 0.05 qd_soft ~energy [100] 1 1
217 3 30 50 100.0 5.0 0.87 0.571 3.029 0.891 0.811 2.081 0.05 qd_soft ~energy [50] 1 1
218 3 30 50 100.0 15.0 0.896 0.639 2.949 0.897 0.973 7.562 0.05 qd_soft ~energy [50] 1 1
219 3 30 50 100.0 25.0 0.883 0.7 2.941 0.897 1.639 1.941 0.05 qd_soft ~energy [50] 1 1
220 3 30 50 160.0 5.0 0.844 0.585 3.038 0.89 1.034 2.567 0.05 qd_soft ~energy [50] 1 1
221 3 30 50 160.0 15.0 0.87 0.712 3.125 0.884 1.5 2.056 0.05 qd_soft ~energy [50] 1 1
222 3 30 50 160.0 25.0 0.896 0.755 2.931 0.898 1.336 1.902 0.05 qd_soft ~energy [50] 1 1
223 3 30 50 200.0 5.0 0.857 0.626 3.016 0.892 0.982 2.221 0.05 qd_soft ~energy [50] 1 1
224 3 30 50 200.0 15.0 0.883 0.67 2.885 0.901 1.23 2.067 0.05 qd_soft ~energy [50] 1 1
225 3 30 50 200.0 25.0 0.935 0.741 3.038 0.89 0.766 1.97 0.05 qd_soft ~energy [50] 1 1
