EXP dataset split_seed seed n_epoch lr hidden_layers hidden_units dropout wd alpha mse_tr capture_tr width_tr mse_va capture_va width_va mse_te capture_te width_te
515 naval 1 30 5000 0.001 1 100 0.5 1 0.05 0.19747 0.59323 0.61093 0.19935 0.59125 0.61099 0.20658 0.5871 0.61105
917 naval 2 30 5000 0.01 1 50 0.75 0.001 0.05 0.08527 0.94623 0.96649 0.08564 0.94413 0.96615 0.08503 0.94975 0.96644
716 naval 2 10 5000 0.0001 1 100 0.75 0 0.05 0.00611 0.99372 0.0719 0.00641 0.99162 0.07468 0.0062 0.98827 0.0715
314 naval 1 20 5000 0.01 1 100 0.5 0.1 0.05 0.08839 0.91702 0.94502 0.08862 0.9176 0.94501 0.08884 0.91541 0.94517
516 naval 1 30 5000 0.001 1 100 0.75 0 0.05 0.0082 0.86918 0.03745 0.00716 0.87803 0.0375 0.00827 0.86348 0.03723
1416 naval 3 20 5000 0.001 1 100 0.75 0 0.05 0.00548 0.973 0.06309 0.00539 0.97719 0.06264 0.00526 0.97152 0.0608
918 naval 2 30 5000 0.01 1 50 0.75 0.01 0.05 0.08526 0.92039 0.95235 0.08593 0.91434 0.9527 0.08555 0.91541 0.95247
1283 naval 3 20 5000 0.001 1 50 0.1 0.01 0.05 0.08367 0.94507 0.99326 0.08363 0.94786 0.99332 0.08352 0.94807 0.99324
1117 naval 3 10 5000 0.001 1 50 0.75 0.001 0.05 0.03699 0.96858 0.42167 0.03742 0.96927 0.42359 0.03742 0.96315 0.41198
136 naval 1 10 5000 0.01 1 100 0.75 0 0.05 0.01268 0.98301 0.14879 0.0126 0.98231 0.14835 0.01217 0.98492 0.14366
1518 naval 3 30 5000 0.01 1 75 0.75 0.01 0.05 0.08522 0.92668 0.963 0.08543 0.92412 0.96257 0.08501 0.92881 0.96378
717 naval 2 10 5000 0.0001 1 100 0.75 0.001 0.05 0.0352 0.95391 0.40957 0.03646 0.95019 0.418 0.03526 0.96147 0.4136
919 naval 2 30 5000 0.01 1 50 0.75 0.1 0.05 0.08816 0.88094 0.92546 0.08869 0.88454 0.92612 0.08794 0.88442 0.92558
1417 naval 3 20 5000 0.001 1 100 0.75 0.001 0.05 0.03595 0.9858 0.42021 0.03641 0.98138 0.42187 0.03569 0.98157 0.40966
517 naval 1 30 5000 0.001 1 100 0.75 0.001 0.05 0.03044 0.94122 0.34198 0.02949 0.94972 0.33098 0.02934 0.93635 0.32885
315 naval 1 20 5000 0.01 1 100 0.5 1 0.05 0.20565 0.56052 0.59745 0.20836 0.55261 0.59813 0.21433 0.55025 0.5969
1118 naval 3 10 5000 0.001 1 50 0.75 0.01 0.05 0.08353 0.96206 0.99743 0.08353 0.96229 0.99741 0.08355 0.95645 0.99748
137 naval 1 10 5000 0.01 1 100 0.75 0.001 0.05 0.08478 0.9709 0.99857 0.08495 0.9716 0.99859 0.08541 0.96734 0.99919
1284 naval 3 20 5000 0.001 1 50 0.1 0.1 0.05 0.08601 0.91911 0.94155 0.08594 0.91993 0.94197 0.08591 0.91457 0.94121
1519 naval 3 30 5000 0.01 1 75 0.75 0.1 0.05 0.08633 0.91422 0.93952 0.08687 0.90875 0.93929 0.08621 0.91457 0.93969
718 naval 2 10 5000 0.0001 1 100 0.75 0.01 0.05 0.08305 0.94227 0.99456 0.08319 0.93808 0.99454 0.08316 0.93551 0.99459
920 naval 2 30 5000 0.01 1 50 0.75 1 0.05 0.20304 0.57856 0.60198 0.2104 0.55726 0.60207 0.19992 0.57538 0.60198
1119 naval 3 10 5000 0.001 1 50 0.75 0.1 0.05 0.08643 0.91341 0.93485 0.08632 0.91667 0.93485 0.08644 0.90787 0.93502
1418 naval 3 20 5000 0.001 1 100 0.75 0.01 0.05 0.08344 0.94099 0.99494 0.08349 0.94041 0.9949 0.08345 0.94556 0.995
316 naval 1 20 5000 0.01 1 100 0.75 0 0.05 0.00999 0.86068 0.06608 0.01036 0.85708 0.0664 0.01026 0.86935 0.06581
138 naval 1 10 5000 0.01 1 100 0.75 0.01 0.05 0.08614 0.96066 0.99084 0.08623 0.9581 0.99084 0.08666 0.95059 0.99071
518 naval 1 30 5000 0.001 1 100 0.75 0.01 0.05 0.08364 0.93354 0.99048 0.08374 0.93203 0.99053 0.08374 0.9263 0.99051
1285 naval 3 20 5000 0.001 1 50 0.1 1 0.05 0.1962 0.60882 0.6134 0.19455 0.61313 0.61379 0.20331 0.58124 0.61312
921 naval 2 30 5000 0.001 1 50 0.1 0 0.05 0.00803 0.99988 0.09612 0.00794 0.99953 0.09509 0.00802 0.99916 0.09598
1520 naval 3 30 5000 0.01 1 75 0.75 1 0.05 0.17496 0.64385 0.65368 0.17794 0.63501 0.65369 0.17757 0.63233 0.6537
719 naval 2 10 5000 0.0001 1 100 0.75 0.1 0.05 0.08621 0.91224 0.92583 0.08687 0.90549 0.92587 0.08693 0.90536 0.92586
1419 naval 3 20 5000 0.001 1 100 0.75 0.1 0.05 0.08601 0.9226 0.94071 0.08601 0.92412 0.94058 0.08596 0.92462 0.94073
1120 naval 3 10 5000 0.001 1 50 0.75 1 0.05 0.19964 0.60486 0.6076 0.19845 0.60708 0.6076 0.20706 0.57789 0.6074
317 naval 1 20 5000 0.01 1 100 0.75 0.001 0.05 0.08763 0.89979 0.91966 0.08773 0.89758 0.91933 0.08902 0.88442 0.92009
139 naval 1 10 5000 0.01 1 100 0.75 0.1 0.05 0.08561 0.90363 0.95662 0.08573 0.90037 0.95662 0.08657 0.89028 0.95675
1286 naval 3 20 5000 0.001 1 50 0.25 0 0.05 0.01063 0.91143 0.11008 0.01032 0.91248 0.10812 0.01073 0.9062 0.111
519 naval 1 30 5000 0.001 1 100 0.75 0.1 0.05 0.08691 0.89909 0.92296 0.08651 0.90317 0.92297 0.08835 0.89028 0.92297
922 naval 2 30 5000 0.001 1 50 0.1 0.001 0.05 0.03372 0.98475 0.39411 0.03325 0.98138 0.38817 0.03315 0.98911 0.39294
1521 naval 3 30 5000 0.001 1 75 0.1 0 0.05 0.02122 0.69588 0.04659 0.02144 0.68715 0.04722 0.02221 0.6742 0.04575
720 naval 2 10 5000 0.0001 1 100 0.75 1 0.05 0.20019 0.59905 0.60753 0.19645 0.60987 0.60752 0.19512 0.60218 0.60753
1420 naval 3 20 5000 0.001 1 100 0.75 1 0.05 0.2032 0.57716 0.60096 0.20173 0.58054 0.60088 0.21041 0.54858 0.60103
140 naval 1 10 5000 0.01 1 100 0.75 1 0.05 0.1739 0.65351 0.65442 0.17308 0.65782 0.65443 0.18205 0.64908 0.65443
1121 naval 3 10 5000 0.0001 1 50 0.1 0 0.05 0.01237 0.96241 0.13658 0.01258 0.96462 0.13975 0.01272 0.9598 0.12939
318 naval 1 20 5000 0.01 1 100 0.75 0.01 0.05 0.08617 0.9595 0.996 0.08634 0.95857 0.99575 0.08612 0.95645 0.99597
1287 naval 3 20 5000 0.001 1 50 0.25 0.001 0.05 0.03497 0.8729 0.36733 0.03552 0.87011 0.37473 0.03418 0.8526 0.35492
721 naval 2 20 5000 0.01 1 50 0.1 0 0.05 0.01081 0.89118 0.10566 0.0111 0.89758 0.10925 0.01046 0.90285 0.10677
1522 naval 3 30 5000 0.001 1 75 0.1 0.001 0.05 0.03494 0.98103 0.40401 0.03552 0.97858 0.40996 0.03528 0.97906 0.39468
520 naval 1 30 5000 0.001 1 100 0.75 1 0.05 0.19747 0.59323 0.61093 0.19935 0.59125 0.61099 0.20658 0.5871 0.61105
1421 naval 3 20 5000 0.0001 1 100 0.1 0 0.05 0.00702 0.93913 0.07621 0.00707 0.93389 0.07595 0.00702 0.93719 0.07296
923 naval 2 30 5000 0.001 1 50 0.1 0.01 0.05 0.08368 0.94111 0.99271 0.08366 0.93762 0.9926 0.08374 0.93719 0.99272
141 naval 1 10 5000 0.001 1 100 0.1 0 0.05 0.00658 0.85126 0.05712 0.00674 0.8487 0.05721 0.00631 0.866 0.05607
1122 naval 3 10 5000 0.0001 1 50 0.1 0.001 0.05 0.03095 0.9702 0.35774 0.03153 0.96555 0.36096 0.03121 0.96231 0.34683
722 naval 2 20 5000 0.01 1 50 0.1 0.001 0.05 0.08379 0.93517 0.95886 0.08393 0.93203 0.95925 0.08405 0.93132 0.95895
319 naval 1 20 5000 0.01 1 100 0.75 0.1 0.05 0.08839 0.91702 0.94502 0.08862 0.9176 0.94501 0.08884 0.91541 0.94517
1523 naval 3 30 5000 0.001 1 75 0.1 0.01 0.05 0.08361 0.93168 0.99206 0.08374 0.92831 0.99203 0.08366 0.92965 0.992
1288 naval 3 20 5000 0.001 1 50 0.25 0.01 0.05 0.08367 0.94507 0.99326 0.08363 0.94786 0.99332 0.08352 0.94807 0.99324
1422 naval 3 20 5000 0.0001 1 100 0.1 0.001 0.05 0.03064 0.93948 0.34995 0.03134 0.94181 0.3559 0.03044 0.92881 0.3369
521 naval 1 30 5000 0.0001 1 100 0.1 0 0.05 0.00651 0.97183 0.07389 0.00643 0.96881 0.07136 0.00667 0.96064 0.07131
142 naval 1 10 5000 0.001 1 100 0.1 0.001 0.05 0.02897 0.98894 0.34013 0.02928 0.98557 0.34041 0.02846 0.98409 0.33005
723 naval 2 20 5000 0.01 1 50 0.1 0.01 0.05 0.08574 0.93843 0.96766 0.08497 0.94367 0.96776 0.08586 0.9464 0.96782
924 naval 2 30 5000 0.001 1 50 0.1 0.1 0.05 0.08614 0.92039 0.9382 0.08666 0.91387 0.9382 0.08644 0.91541 0.93823
1123 naval 3 10 5000 0.0001 1 50 0.1 0.01 0.05 0.08353 0.94658 0.99662 0.08353 0.94413 0.99661 0.08354 0.94807 0.99672
1423 naval 3 20 5000 0.0001 1 100 0.1 0.01 0.05 0.08342 0.94006 0.99555 0.08346 0.94088 0.99554 0.08342 0.94305 0.99557
1289 naval 3 20 5000 0.001 1 50 0.25 0.1 0.05 0.08601 0.91911 0.94155 0.08594 0.91993 0.94197 0.08591 0.91457 0.94121
1524 naval 3 30 5000 0.001 1 75 0.1 0.1 0.05 0.08684 0.91027 0.92479 0.08751 0.90456 0.9247 0.08675 0.91206 0.92493
320 naval 1 20 5000 0.01 1 100 0.75 1 0.05 0.20565 0.56052 0.59745 0.20836 0.55261 0.59813 0.21433 0.55025 0.5969
143 naval 1 10 5000 0.001 1 100 0.1 0.01 0.05 0.08335 0.97067 0.9974 0.08336 0.973 0.99739 0.0834 0.96482 0.99744
724 naval 2 20 5000 0.01 1 50 0.1 0.1 0.05 0.08555 0.94658 0.96756 0.08482 0.95205 0.9678 0.08572 0.94389 0.96765
522 naval 1 30 5000 0.0001 1 100 0.1 0.001 0.05 0.03197 0.93948 0.36807 0.03132 0.94041 0.357 0.03135 0.9263 0.35429
1424 naval 3 20 5000 0.0001 1 100 0.1 0.1 0.05 0.08666 0.92051 0.9273 0.08655 0.92179 0.92723 0.08653 0.91876 0.92731
925 naval 2 30 5000 0.001 1 50 0.1 1 0.05 0.20031 0.60207 0.60557 0.20804 0.57914 0.60532 0.19797 0.60553 0.60555
1124 naval 3 10 5000 0.0001 1 50 0.1 0.1 0.05 0.08689 0.91399 0.92479 0.08677 0.91713 0.9248 0.08674 0.90955 0.92484
1290 naval 3 20 5000 0.001 1 50 0.25 1 0.05 0.1962 0.60882 0.6134 0.19455 0.61313 0.61379 0.20331 0.58124 0.61312
1525 naval 3 30 5000 0.001 1 75 0.1 1 0.05 0.18897 0.61359 0.62527 0.19111 0.60289 0.62522 0.19692 0.58124 0.62537
144 naval 1 10 5000 0.001 1 100 0.1 0.1 0.05 0.08638 0.92435 0.92811 0.08645 0.92365 0.92811 0.08772 0.9129 0.92804
321 naval 1 20 5000 0.001 1 100 0.1 0 0.05 0.00973 0.89793 0.10506 0.00996 0.89711 0.10793 0.00946 0.89698 0.10226
725 naval 2 20 5000 0.01 1 50 0.1 1 0.05 0.18675 0.61243 0.63202 0.18237 0.6229 0.63201 0.1822 0.62312 0.632
1425 naval 3 20 5000 0.0001 1 100 0.1 1 0.05 0.20307 0.59497 0.60102 0.20151 0.59963 0.60102 0.21018 0.57035 0.60102
523 naval 1 30 5000 0.0001 1 100 0.1 0.01 0.05 0.08347 0.93145 0.99541 0.08345 0.93575 0.99545 0.08354 0.9196 0.99543
926 naval 2 30 5000 0.001 1 50 0.25 0 0.05 0.00803 0.99988 0.09612 0.00794 0.99953 0.09509 0.00802 0.99916 0.09598
1291 naval 3 20 5000 0.001 1 50 0.5 0 0.05 0.01063 0.91143 0.11008 0.01032 0.91248 0.10812 0.01073 0.9062 0.111
1125 naval 3 10 5000 0.0001 1 50 0.1 1 0.05 0.20243 0.60486 0.60258 0.20094 0.60708 0.60258 0.20952 0.57789 0.60247
1526 naval 3 30 5000 0.001 1 75 0.25 0 0.05 0.02122 0.69588 0.04659 0.02144 0.68715 0.04722 0.02221 0.6742 0.04575
145 naval 1 10 5000 0.001 1 100 0.1 1 0.05 0.18649 0.61464 0.62979 0.18628 0.62011 0.6298 0.19503 0.61223 0.62963
726 naval 2 20 5000 0.01 1 50 0.25 0 0.05 0.01081 0.89118 0.10566 0.0111 0.89758 0.10925 0.01046 0.90285 0.10677
322 naval 1 20 5000 0.001 1 100 0.1 0.001 0.05 0.02963 0.88198 0.32143 0.03064 0.87663 0.3318 0.02928 0.86851 0.31163
1426 naval 3 20 5000 0.0001 1 100 0.25 0 0.05 0.00702 0.93913 0.07621 0.00707 0.93389 0.07595 0.00702 0.93719 0.07296
524 naval 1 30 5000 0.0001 1 100 0.1 0.1 0.05 0.08678 0.92272 0.92344 0.08652 0.92551 0.92347 0.08817 0.91122 0.92347
1126 naval 3 10 5000 0.0001 1 50 0.25 0 0.05 0.01237 0.96241 0.13658 0.01258 0.96462 0.13975 0.01272 0.9598 0.12939
927 naval 2 30 5000 0.001 1 50 0.25 0.001 0.05 0.03372 0.98475 0.39411 0.03325 0.98138 0.38817 0.03315 0.98911 0.39294
1292 naval 3 20 5000 0.001 1 50 0.5 0.001 0.05 0.03497 0.8729 0.36733 0.03552 0.87011 0.37473 0.03418 0.8526 0.35492
146 naval 1 10 5000 0.001 1 100 0.25 0 0.05 0.00658 0.85126 0.05712 0.00674 0.8487 0.05721 0.00631 0.866 0.05607
1527 naval 3 30 5000 0.001 1 75 0.25 0.001 0.05 0.03494 0.98103 0.40401 0.03552 0.97858 0.40996 0.03528 0.97906 0.39468
727 naval 2 20 5000 0.01 1 50 0.25 0.001 0.05 0.08379 0.93517 0.95886 0.08393 0.93203 0.95925 0.08405 0.93132 0.95895
323 naval 1 20 5000 0.001 1 100 0.1 0.01 0.05 0.08375 0.94914 0.99086 0.08379 0.95065 0.9909 0.08391 0.94305 0.99092
1427 naval 3 20 5000 0.0001 1 100 0.25 0.001 0.05 0.03064 0.93948 0.34995 0.03134 0.94181 0.3559 0.03044 0.92881 0.3369
1127 naval 3 10 5000 0.0001 1 50 0.25 0.001 0.05 0.03095 0.9702 0.35774 0.03153 0.96555 0.36096 0.03121 0.96231 0.34683
525 naval 1 30 5000 0.0001 1 100 0.1 1 0.05 0.20237 0.59486 0.60177 0.20381 0.59404 0.60185 0.21081 0.58794 0.6019
928 naval 2 30 5000 0.001 1 50 0.25 0.01 0.05 0.08368 0.94111 0.99271 0.08366 0.93762 0.9926 0.08374 0.93719 0.99272
1293 naval 3 20 5000 0.001 1 50 0.5 0.01 0.05 0.08367 0.94507 0.99326 0.08363 0.94786 0.99332 0.08352 0.94807 0.99324
147 naval 1 10 5000 0.001 1 100 0.25 0.001 0.05 0.02897 0.98894 0.34013 0.02928 0.98557 0.34041 0.02846 0.98409 0.33005
1528 naval 3 30 5000 0.001 1 75 0.25 0.01 0.05 0.08361 0.93168 0.99206 0.08374 0.92831 0.99203 0.08366 0.92965 0.992
324 naval 1 20 5000 0.001 1 100 0.1 0.1 0.05 0.08645 0.91108 0.933 0.08641 0.91248 0.93259 0.08751 0.90034 0.93336
728 naval 2 20 5000 0.01 1 50 0.25 0.01 0.05 0.08574 0.93843 0.96766 0.08497 0.94367 0.96776 0.08586 0.9464 0.96782
526 naval 1 30 5000 0.0001 1 100 0.25 0 0.05 0.00651 0.97183 0.07389 0.00643 0.96881 0.07136 0.00667 0.96064 0.07131
1428 naval 3 20 5000 0.0001 1 100 0.25 0.01 0.05 0.08342 0.94006 0.99555 0.08346 0.94088 0.99554 0.08342 0.94305 0.99557
1128 naval 3 10 5000 0.0001 1 50 0.25 0.01 0.05 0.08353 0.94658 0.99662 0.08353 0.94413 0.99661 0.08354 0.94807 0.99672
148 naval 1 10 5000 0.001 1 100 0.25 0.01 0.05 0.08335 0.97067 0.9974 0.08336 0.973 0.99739 0.0834 0.96482 0.99744
1294 naval 3 20 5000 0.001 1 50 0.5 0.1 0.05 0.08601 0.91911 0.94155 0.08594 0.91993 0.94197 0.08591 0.91457 0.94121
929 naval 2 30 5000 0.001 1 50 0.25 0.1 0.05 0.08614 0.92039 0.9382 0.08666 0.91387 0.9382 0.08644 0.91541 0.93823
1529 naval 3 30 5000 0.001 1 75 0.25 0.1 0.05 0.08684 0.91027 0.92479 0.08751 0.90456 0.9247 0.08675 0.91206 0.92493
325 naval 1 20 5000 0.001 1 100 0.1 1 0.05 0.20375 0.55878 0.59854 0.20663 0.55307 0.59861 0.21244 0.54271 0.59851
729 naval 2 20 5000 0.01 1 50 0.25 0.1 0.05 0.08555 0.94658 0.96756 0.08482 0.95205 0.9678 0.08572 0.94389 0.96765
527 naval 1 30 5000 0.0001 1 100 0.25 0.001 0.05 0.03197 0.93948 0.36807 0.03132 0.94041 0.357 0.03135 0.9263 0.35429
1129 naval 3 10 5000 0.0001 1 50 0.25 0.1 0.05 0.08689 0.91399 0.92479 0.08677 0.91713 0.9248 0.08674 0.90955 0.92484
1429 naval 3 20 5000 0.0001 1 100 0.25 0.1 0.05 0.08666 0.92051 0.9273 0.08655 0.92179 0.92723 0.08653 0.91876 0.92731
149 naval 1 10 5000 0.001 1 100 0.25 0.1 0.05 0.08638 0.92435 0.92811 0.08645 0.92365 0.92811 0.08772 0.9129 0.92804
930 naval 2 30 5000 0.001 1 50 0.25 1 0.05 0.20031 0.60207 0.60557 0.20804 0.57914 0.60532 0.19797 0.60553 0.60555
1295 naval 3 20 5000 0.001 1 50 0.5 1 0.05 0.1962 0.60882 0.6134 0.19455 0.61313 0.61379 0.20331 0.58124 0.61312
1530 naval 3 30 5000 0.001 1 75 0.25 1 0.05 0.18897 0.61359 0.62527 0.19111 0.60289 0.62522 0.19692 0.58124 0.62537
730 naval 2 20 5000 0.01 1 50 0.25 1 0.05 0.18675 0.61243 0.63202 0.18237 0.6229 0.63201 0.1822 0.62312 0.632
326 naval 1 20 5000 0.001 1 100 0.25 0 0.05 0.00973 0.89793 0.10506 0.00996 0.89711 0.10793 0.00946 0.89698 0.10226
528 naval 1 30 5000 0.0001 1 100 0.25 0.01 0.05 0.08347 0.93145 0.99541 0.08345 0.93575 0.99545 0.08354 0.9196 0.99543
931 naval 2 30 5000 0.001 1 50 0.5 0 0.05 0.00803 0.99988 0.09612 0.00794 0.99953 0.09509 0.00802 0.99916 0.09598
1130 naval 3 10 5000 0.0001 1 50 0.25 1 0.05 0.20243 0.60486 0.60258 0.20094 0.60708 0.60258 0.20952 0.57789 0.60247
1430 naval 3 20 5000 0.0001 1 100 0.25 1 0.05 0.20307 0.59497 0.60102 0.20151 0.59963 0.60102 0.21018 0.57035 0.60102
150 naval 1 10 5000 0.001 1 100 0.25 1 0.05 0.18649 0.61464 0.62979 0.18628 0.62011 0.6298 0.19503 0.61223 0.62963
731 naval 2 20 5000 0.01 1 50 0.5 0 0.05 0.01081 0.89118 0.10566 0.0111 0.89758 0.10925 0.01046 0.90285 0.10677
1296 naval 3 20 5000 0.001 1 50 0.75 0 0.05 0.01063 0.91143 0.11008 0.01032 0.91248 0.10812 0.01073 0.9062 0.111
1531 naval 3 30 5000 0.001 1 75 0.5 0 0.05 0.02122 0.69588 0.04659 0.02144 0.68715 0.04722 0.02221 0.6742 0.04575
327 naval 1 20 5000 0.001 1 100 0.25 0.001 0.05 0.02963 0.88198 0.32143 0.03064 0.87663 0.3318 0.02928 0.86851 0.31163
932 naval 2 30 5000 0.001 1 50 0.5 0.001 0.05 0.03372 0.98475 0.39411 0.03325 0.98138 0.38817 0.03315 0.98911 0.39294
529 naval 1 30 5000 0.0001 1 100 0.25 0.1 0.05 0.08678 0.92272 0.92344 0.08652 0.92551 0.92347 0.08817 0.91122 0.92347
1431 naval 3 20 5000 0.0001 1 100 0.5 0 0.05 0.00702 0.93913 0.07621 0.00707 0.93389 0.07595 0.00702 0.93719 0.07296
151 naval 1 10 5000 0.001 1 100 0.5 0 0.05 0.00658 0.85126 0.05712 0.00674 0.8487 0.05721 0.00631 0.866 0.05607
1131 naval 3 10 5000 0.0001 1 50 0.5 0 0.05 0.01237 0.96241 0.13658 0.01258 0.96462 0.13975 0.01272 0.9598 0.12939
732 naval 2 20 5000 0.01 1 50 0.5 0.001 0.05 0.08379 0.93517 0.95886 0.08393 0.93203 0.95925 0.08405 0.93132 0.95895
1532 naval 3 30 5000 0.001 1 75 0.5 0.001 0.05 0.03494 0.98103 0.40401 0.03552 0.97858 0.40996 0.03528 0.97906 0.39468
1297 naval 3 20 5000 0.001 1 50 0.75 0.001 0.05 0.03497 0.8729 0.36733 0.03552 0.87011 0.37473 0.03418 0.8526 0.35492
933 naval 2 30 5000 0.001 1 50 0.5 0.01 0.05 0.08368 0.94111 0.99271 0.08366 0.93762 0.9926 0.08374 0.93719 0.99272
328 naval 1 20 5000 0.001 1 100 0.25 0.01 0.05 0.08375 0.94914 0.99086 0.08379 0.95065 0.9909 0.08391 0.94305 0.99092
152 naval 1 10 5000 0.001 1 100 0.5 0.001 0.05 0.02897 0.98894 0.34013 0.02928 0.98557 0.34041 0.02846 0.98409 0.33005
1432 naval 3 20 5000 0.0001 1 100 0.5 0.001 0.05 0.03064 0.93948 0.34995 0.03134 0.94181 0.3559 0.03044 0.92881 0.3369
530 naval 1 30 5000 0.0001 1 100 0.25 1 0.05 0.20237 0.59486 0.60177 0.20381 0.59404 0.60185 0.21081 0.58794 0.6019
1533 naval 3 30 5000 0.001 1 75 0.5 0.01 0.05 0.08361 0.93168 0.99206 0.08374 0.92831 0.99203 0.08366 0.92965 0.992
1132 naval 3 10 5000 0.0001 1 50 0.5 0.001 0.05 0.03095 0.9702 0.35774 0.03153 0.96555 0.36096 0.03121 0.96231 0.34683
733 naval 2 20 5000 0.01 1 50 0.5 0.01 0.05 0.08574 0.93843 0.96766 0.08497 0.94367 0.96776 0.08586 0.9464 0.96782
1298 naval 3 20 5000 0.001 1 50 0.75 0.01 0.05 0.08367 0.94507 0.99326 0.08363 0.94786 0.99332 0.08352 0.94807 0.99324
153 naval 1 10 5000 0.001 1 100 0.5 0.01 0.05 0.08335 0.97067 0.9974 0.08336 0.973 0.99739 0.0834 0.96482 0.99744
934 naval 2 30 5000 0.001 1 50 0.5 0.1 0.05 0.08614 0.92039 0.9382 0.08666 0.91387 0.9382 0.08644 0.91541 0.93823
531 naval 1 30 5000 0.0001 1 100 0.5 0 0.05 0.00651 0.97183 0.07389 0.00643 0.96881 0.07136 0.00667 0.96064 0.07131
1534 naval 3 30 5000 0.001 1 75 0.5 0.1 0.05 0.08684 0.91027 0.92479 0.08751 0.90456 0.9247 0.08675 0.91206 0.92493
329 naval 1 20 5000 0.001 1 100 0.25 0.1 0.05 0.08645 0.91108 0.933 0.08641 0.91248 0.93259 0.08751 0.90034 0.93336
1433 naval 3 20 5000 0.0001 1 100 0.5 0.01 0.05 0.08342 0.94006 0.99555 0.08346 0.94088 0.99554 0.08342 0.94305 0.99557
1299 naval 3 20 5000 0.001 1 50 0.75 0.1 0.05 0.08601 0.91911 0.94155 0.08594 0.91993 0.94197 0.08591 0.91457 0.94121
1133 naval 3 10 5000 0.0001 1 50 0.5 0.01 0.05 0.08353 0.94658 0.99662 0.08353 0.94413 0.99661 0.08354 0.94807 0.99672
734 naval 2 20 5000 0.01 1 50 0.5 0.1 0.05 0.08555 0.94658 0.96756 0.08482 0.95205 0.9678 0.08572 0.94389 0.96765
532 naval 1 30 5000 0.0001 1 100 0.5 0.001 0.05 0.03197 0.93948 0.36807 0.03132 0.94041 0.357 0.03135 0.9263 0.35429
1434 naval 3 20 5000 0.0001 1 100 0.5 0.1 0.05 0.08666 0.92051 0.9273 0.08655 0.92179 0.92723 0.08653 0.91876 0.92731
154 naval 1 10 5000 0.001 1 100 0.5 0.1 0.05 0.08638 0.92435 0.92811 0.08645 0.92365 0.92811 0.08772 0.9129 0.92804
935 naval 2 30 5000 0.001 1 50 0.5 1 0.05 0.20031 0.60207 0.60557 0.20804 0.57914 0.60532 0.19797 0.60553 0.60555
330 naval 1 20 5000 0.001 1 100 0.25 1 0.05 0.20375 0.55878 0.59854 0.20663 0.55307 0.59861 0.21244 0.54271 0.59851
1535 naval 3 30 5000 0.001 1 75 0.5 1 0.05 0.18897 0.61359 0.62527 0.19111 0.60289 0.62522 0.19692 0.58124 0.62537
1300 naval 3 20 5000 0.001 1 50 0.75 1 0.05 0.1962 0.60882 0.6134 0.19455 0.61313 0.61379 0.20331 0.58124 0.61312
735 naval 2 20 5000 0.01 1 50 0.5 1 0.05 0.18675 0.61243 0.63202 0.18237 0.6229 0.63201 0.1822 0.62312 0.632
1134 naval 3 10 5000 0.0001 1 50 0.5 0.1 0.05 0.08689 0.91399 0.92479 0.08677 0.91713 0.9248 0.08674 0.90955 0.92484
1435 naval 3 20 5000 0.0001 1 100 0.5 1 0.05 0.20307 0.59497 0.60102 0.20151 0.59963 0.60102 0.21018 0.57035 0.60102
533 naval 1 30 5000 0.0001 1 100 0.5 0.01 0.05 0.08347 0.93145 0.99541 0.08345 0.93575 0.99545 0.08354 0.9196 0.99543
155 naval 1 10 5000 0.001 1 100 0.5 1 0.05 0.18649 0.61464 0.62979 0.18628 0.62011 0.6298 0.19503 0.61223 0.62963
936 naval 2 30 5000 0.001 1 50 0.75 0 0.05 0.00803 0.99988 0.09612 0.00794 0.99953 0.09509 0.00802 0.99916 0.09598
1536 naval 3 30 5000 0.001 1 75 0.75 0 0.05 0.02122 0.69588 0.04659 0.02144 0.68715 0.04722 0.02221 0.6742 0.04575
331 naval 1 20 5000 0.001 1 100 0.5 0 0.05 0.00973 0.89793 0.10506 0.00996 0.89711 0.10793 0.00946 0.89698 0.10226
1367 naval 3 20 5000 0.0001 1 75 0.25 0.001 0.05 0.03511 0.97789 0.40786 0.03598 0.97533 0.41757 0.03497 0.97236 0.39629
736 naval 2 20 5000 0.01 1 50 0.75 0 0.05 0.01081 0.89118 0.10566 0.0111 0.89758 0.10925 0.01046 0.90285 0.10677
1436 naval 3 20 5000 0.0001 1 100 0.75 0 0.05 0.00702 0.93913 0.07621 0.00707 0.93389 0.07595 0.00702 0.93719 0.07296
1135 naval 3 10 5000 0.0001 1 50 0.5 1 0.05 0.20243 0.60486 0.60258 0.20094 0.60708 0.60258 0.20952 0.57789 0.60247
534 naval 1 30 5000 0.0001 1 100 0.5 0.1 0.05 0.08678 0.92272 0.92344 0.08652 0.92551 0.92347 0.08817 0.91122 0.92347
156 naval 1 10 5000 0.001 1 100 0.75 0 0.05 0.00658 0.85126 0.05712 0.00674 0.8487 0.05721 0.00631 0.866 0.05607
937 naval 2 30 5000 0.001 1 50 0.75 0.001 0.05 0.03372 0.98475 0.39411 0.03325 0.98138 0.38817 0.03315 0.98911 0.39294
1537 naval 3 30 5000 0.001 1 75 0.75 0.001 0.05 0.03494 0.98103 0.40401 0.03552 0.97858 0.40996 0.03528 0.97906 0.39468
1368 naval 3 20 5000 0.0001 1 75 0.25 0.01 0.05 0.0834 0.96858 0.99781 0.08344 0.96881 0.99778 0.08342 0.96901 0.99785
